Code,Item,Group,Region_Number,Region_Name,State_Name,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Average_Annual_Percent_Growth
2,Hospital Care (Millions of Dollars),State,4,Plains,Nebraska,675,796,928,988,1017,1050,1081,1137,1273,1400,1564,1723,1849,1954,2071,2187,2404,2437,2495,2695,2986,3297,3490,3727,4019,4466,4909,5080,5404,5643,5985,6079,6293,6480,6821,7
2,Hospital Care (Millions of Dollars),State,8,Far West,Nevada,382,477,557,587,619,663,711,767,825,903,1035,1153,1254,1367,1501,1545,1662,1718,1839,2033,2215,2539,2985,3146,3552,3816,4144,4629,5089,5179,5270,5441,5381,5960,6531,8.7
2,Hospital Care (Millions of Dollars),State,1,New England,New Hampshire,307,374,429,473,517,574,652,744,852,963,1033,1082,1213,1310,1273,1346,1395,1463,1496,1622,1744,1857,2070,2310,2525,2798,3166,3452,3634,4064,4339,4497,4592,4742,4900,8.5
2,Hospital Care (Millions of Dollars),State,2,Mideast,New Jersey,2731,3194,3696,4005,4398,4696,5007,5435,6106,6916,7746,8478,9281,10074,10635,10537,10578,10794,11123,11051,12307,12614,13998,15015,15642,16316,16928,17585,17497,19695,19887,20019,21824,22355,23088,6.5
2,Hospital Care (Millions of Dollars),State,6,Southwest,New Mexico,445,542,630,703,796,858,924,982,1116,1237,1332,1486,1644,1777,1844,1900,1991,2136,2220,2385,2357,2518,2673,2724,3048,3584,3661,3965,4531,4964,5326,5363,5530,5679,6027,8
2,Hospital Care (Millions of Dollars),State,2,Mideast,New York,9494,10637,11621,12468,13444,14433,15592,16994,18564,20288,22386,24423,25941,27613,29400,29830,30790,31189,31641,33163,34539,36748,39320,42712,45680,47640,51239,53675,54911,59385,61992,63652,66796,69990,72898,6.2
2,Hospital Care (Millions of Dollars),State,5,Southeast,North Carolina,1934,2279,2628,2845,3043,3185,3560,3932,4484,5110,5790,6534,7161,7643,8185,8815,9495,10052,10347,11128,12066,12896,13803,15130,16477,17551,19072,19746,20502,22268,23580,24907,27090,26834,28018,8.2
2,Hospital Care (Millions of Dollars),State,4,Plains,North Dakota,311,360,409,457,501,522,551,587,612,655,716,784,848,909,982,1065,1126,1217,1274,1286,1297,1453,1618,1591,1706,1820,1925,2033,2188,2514,2642,2974,3142,3528,3827,7.7
2,Hospital Care (Millions of Dollars),State,3,Great Lakes,Ohio,4780,5679,6559,7094,7499,7978,8463,8951,9611,10397,11299,12250,13253,14000,14501,14996,15794,16020,15852,16705,17472,19466,20965,22807,24992,27501,29431,30679,31735,36079,37406,37541,41278,43308,45346,6.8
2,Hospital Care (Millions of Dollars),State,6,Southwest,Oklahoma,1175,1479,1704,1739,1802,1875,2005,2115,2236,2405,2649,2917,3153,3288,3485,3704,3930,3929,4092,4311,4505,4862,5218,6046,6281,7041,7408,7865,8363,8575,9123,9705,10244,10693,11344,6.9
2,Hospital Care (Millions of Dollars),State,8,Far West,Oregon,918,1097,1240,1314,1387,1470,1574,1713,1887,2075,2267,2367,2666,2863,2942,3099,3207,3389,3612,3856,4198,4716,5172,5498,5996,6598,7130,7618,7986,8735,9477,9845,10152,10679,11715,7.8
2,Hospital Care (Millions of Dollars),State,2,Mideast,Pennsylvania,5964,7006,8125,8824,9378,10035,10704,11439,12213,13290,14685,16096,17730,18433,18537,19305,18784,19339,19421,20052,21101,22565,23873,25530,27491,30075,32356,34389,35764,36786,39522,41497,42471,44122,45311,6.1
2,Hospital Care (Millions of Dollars),State,1,New England,Rhode Island,476,529,580,644,697,750,788,836,903,988,1070,1152,1210,1257,1306,1413,1434,1555,1556,1617,1757,1908,2124,2303,2501,2616,2770,2928,3123,3293,3402,3532,3620,3675,3803,6.3
2,Hospital Care (Millions of Dollars),State,5,Southeast,South Carolina,962,1145,1294,1423,1587,1705,1870,2051,2277,2612,3056,3527,3877,4170,4492,4619,4675,5182,5335,5630,5944,6420,6979,7473,7913,8397,8950,9607,10448,11126,11693,12010,12192,12582,13172,8
2,Hospital Care (Millions of Dollars),State,4,Plains,South Dakota,272,318,359,391,417,447,470,495,530,602,687,776,845,873,947,1045,1118,1167,1189,1278,1343,1488,1630,1765,1883,2170,2382,2485,2681,2923,3190,3415,3589,3786,4052,8.3
2,Hospital Care (Millions of Dollars),State,5,Southeast,Tennessee,2004,2344,2674,2952,3181,3437,3736,3962,4324,4852,5427,6062,6658,7059,7163,7151,7606,7826,7903,8293,8857,9404,9986,10730,11523,12465,13404,14197,14163,14743,15397,15795,17047,17848,18592,6.8
2,Hospital Care (Millions of Dollars),State,6,Southwest,Texas,5492,6639,7751,8538,9178,9747,10311,11258,12425,13822,15676,17599,19582,21017,21429,22179,23343,24250,25581,26930,28434,31829,35410,37485,39785,43270,46215,48872,52614,57209,60657,63139,68305,71036,74854,8
2,Hospital Care (Millions of Dollars),State,7,Rocky Mountains,Utah,449,546,630,683,743,807,866,998,1082,1185,1307,1462,1603,1706,1769,1884,2055,2259,2209,2177,2482,2728,3006,3290,3694,4044,4287,4657,5182,5599,5913,6296,6705,6961,7680,8.7
2,Hospital Care (Millions of Dollars),State,1,New England,Vermont,172,204,239,259,269,286,306,327,357,397,438,485,520,550,598,660,643,662,683,763,826,879,978,1191,1279,1426,1573,1650,1743,1887,1996,2094,2238,2400,2477,8.2
2,Hospital Care (Millions of Dollars),State,5,Southeast,Virginia,2055,2431,2797,3026,3219,3478,3757,4105,4503,4964,5549,6119,6475,6819,7007,7395,7754,8141,8414,8936,9319,10063,10766,11882,12998,14167,14947,16011,16922,18439,19239,19988,21507,22322,23505,7.4
2,Hospital Care (Millions of Dollars),State,8,Far West,Washington,1380,1620,1862,2064,2264,2486,2647,2903,3122,3414,3911,4483,5006,5182,5499,5715,5941,6127,6327,7273,7487,8230,9188,10181,10853,11698,12511,13938,15429,17129,17929,18631,20454,21025,21883,8.5
2,Hospital Care (Millions of Dollars),State,5,Southeast,West Virginia,819,957,1087,1162,1192,1205,1281,1342,1433,1584,1738,1949,2152,2293,2393,2517,2642,2772,2889,2968,3079,3338,3515,3777,4069,4415,4630,4928,5048,5496,5635,5785,6268,6408,6641,6.3
2,Hospital Care (Millions of Dollars),State,3,Great Lakes,Wisconsin,1937,2245,2483,2669,2789,2758,2946,3182,3428,3849,4313,4811,5140,5438,5720,5854,6391,6698,7019,7541,8027,8789,9801,10649,11488,12210,13207,13933,14776,15867,17067,17782,18355,18684,20232,7.1
2,Hospital Care (Millions of Dollars),State,7,Rocky Mountains,Wyoming,144,173,201,219,233,244,260,275,296,317,347,372,386,413,446,489,525,543,568,617,664,700,770,824,883,987,1078,1180,1234,1319,1452,1514,1611,1692,1786,7.7
3,Physician & Clinical Services (Millions of Dollars),United States,0,United States,,47717,55619,61635,68643,77413,90856,100667,112800,128416,142937,158392,175750,190156,201417,210479,220303,228423,239143,256929,270034,288745,313323,338353,365102,390299,414050,435759,458562,482925,498724,513144,536395,558024,569542,597137,7.7
3,Physician & Clinical Services (Millions of Dollars),Region,1,New England,,2181,2481,2848,3086,3552,4105,4875,5746,6738,7710,8510,9269,9971,10671,10951,11671,12008,12872,14079,14580,15703,17207,18624,19539,20861,21775,23140,24605,25999,27138,27813,29107,30373,30877,31682,8.2
3,Physician & Clinical Services (Millions of Dollars),Region,2,Mideast,,8060,9163,10026,11242,13461,15167,16788,19752,22405,24964,27868,31059,33819,35471,37657,39311,39980,41460,43675,46627,49826,54077,57747,61802,65200,68379,72108,76696,80816,83809,85681,89741,93401,96003,99766,7.7
3,Physician & Clinical Services (Millions of Dollars),Region,3,Great Lakes,,8607,9927,10472,11379,12742,14794,16573,17961,20269,22174,24165,26648,28593,30314,31658,32752,33780,34518,36830,39122,42092,46203,50099,53386,56427,59572,62963,65856,69132,71484,73647,76707,80264,81477,85114,7
3,Physician & Clinical Services (Millions of Dollars),Region,4,Plains,,3407,4041,4333,4728,5217,6204,6796,7403,8488,9478,10103,10949,11908,12728,13590,14146,14857,15297,17367,17810,19636,20912,22469,24081,25140,25586,26819,28716,29948,30748,31976,33348,34487,34811,35611,7.1
3,Physician & Clinical Services (Millions of Dollars),Region,5,Southeast,,10042,11804,13174,15043,17142,19987,22450,25454,29124,33064,37136,41223,44206,47517,49769,52031,54243,57935,61288,65166,71306,78008,83719,91365,99064,103297,109354,113421,120185,124181,126521,132698,139162,142173,150064,8.3
3,Physician & Clinical Services (Millions of Dollars),Region,6,Southwest,,4710,5650,6436,7060,7783,9501,10174,11031,12344,13679,15213,16734,18164,19094,20007,21436,22488,24331,26036,28770,30209,33098,37084,38729,41838,46906,48691,50045,53059,55602,57196,60498,63212,64469,68050,8.2
3,Physician & Clinical Services (Millions of Dollars),Region,7,Rocky Mountains,,1268,1494,1654,1885,2057,2527,2632,2905,3320,3566,3928,4343,4744,5003,5251,5536,5833,6314,7195,7494,8345,8929,9954,10954,11630,12132,13209,13714,14373,14819,15124,15690,16119,16471,17386,8
3,Physician & Clinical Services (Millions of Dollars),Region,8,Far West,,9441,11060,12691,14220,15461,18571,20378,22549,25728,28304,31468,35524,38751,40620,41595,43420,45234,46415,50461,50466,51629,54890,58658,65246,70139,76403,79476,85509,89413,90943,95186,98607,101006,103261,109464,7.5
3,Physician & Clinical Services (Millions of Dollars),State,5,Southeast,Alabama,675,784,866,972,1094,1337,1480,1753,2066,2247,2521,2884,2895,3173,3433,3444,3524,3836,4116,4176,4466,4758,5204,6310,6437,6532,6601,6729,7040,7220,7321,7544,7813,7832,8196,7.6
3,Physician & Clinical Services (Millions of Dollars),State,8,Far West,Alaska,131,155,164,200,207,265,274,288,317,339,360,392,415,441,449,482,533,566,630,669,726,854,1024,1101,1215,1329,1374,1454,1517,1635,1755,1926,2120,2208,2343,8.8
3,Physician & Clinical Services (Millions of Dollars),State,6,Southwest,Arizona,720,857,945,1070,1140,1468,1566,1818,2035,2257,2592,3015,3176,3513,3551,3648,3854,4060,4389,4766,4887,5396,6209,6469,7113,7691,8204,8819,9572,10007,10325,11032,11433,11686,12276,8.7
3,Physician & Clinical Services (Millions of Dollars),State,5,Southeast,Arkansas,390,457,505,579,595,730,852,925,1108,1145,1248,1402,1395,1537,1605,1663,1643,1785,1798,1971,2159,2293,2512,2753,3021,3357,3532,3745,3854,3859,3830,3994,4106,4156,4564,7.5
3,Physician & Clinical Services (Millions of Dollars),State,8,Far West,California,7257,8475,9829,11002,12070,14590,15914,17823,20224,22201,24636,27880,30369,31887,32464,33528,34880,35565,37781,37432,37714,39443,41727,46414,49768,54443,56151,61158,63837,64237,67860,70084,71619,72936,76910,7.2
3,Physician & Clinical Services (Millions of Dollars),State,7,Rocky Mountains,Colorado,644,769,852,976,1097,1312,1377,1566,1759,1914,2122,2358,2621,2703,2912,3030,3159,3384,4024,4197,4713,4976,5445,6082,6332,6432,7130,7187,7483,7657,7696,8016,8195,8266,8856,8
3,Physician & Clinical Services (Millions of Dollars),State,1,New England,Connecticut,623,706,813,896,1024,1174,1415,1638,1945,2261,2425,2686,2851,2915,3069,3352,3338,3524,3815,3870,4153,4586,4872,5083,5523,5422,5760,6148,6490,6690,6855,7095,7495,7561,7865,7.7
3,Physician & Clinical Services (Millions of Dollars),State,2,Mideast,Delaware,121,133,151,167,195,246,266,318,348,391,436,484,531,550,599,615,636,696,728,867,915,973,1114,1296,1359,1414,1467,1535,1662,1730,1764,1874,1918,1891,1992,8.6
3,Physician & Clinical Services (Millions of Dollars),State,2,Mideast,District of Columbia,265,304,330,334,393,405,481,503,607,730,786,872,799,812,828,852,779,769,764,795,857,1035,1129,1205,1281,1134,1124,1282,1350,1447,1581,1791,1906,2065,2262,6.5
3,Physician & Clinical Services (Millions of Dollars),State,5,Southeast,Florida,2686,3186,3552,4268,4716,5864,6450,7393,8516,9820,11362,12236,13232,13945,14505,14597,15057,15823,16371,17541,19439,21470,23178,25559,27862,29724,31494,33045,35577,36497,36823,38943,40701,41483,43682,8.5
3,Physician & Clinical Services (Millions of Dollars),State,5,Southeast,Georgia,1050,1234,1382,1554,1830,2154,2460,2814,3202,3723,4160,4684,5136,5495,5593,6255,6558,6982,7548,7948,8119,8791,9999,10292,11725,11835,13354,13674,14229,14595,14852,15730,16768,17183,18761,8.8
3,Physician & Clinical Services (Millions of Dollars),State,8,Far West,Hawaii,273,331,376,408,419,486,511,561,604,672,729,859,907,985,1111,1241,1375,1371,1481,1424,1418,1388,1521,1636,1719,1801,1920,2171,2235,2312,2358,2492,2593,2655,2774,7.1
3,Physician & Clinical Services (Millions of Dollars),State,7,Rocky Mountains,Idaho,149,168,187,212,230,307,327,327,392,389,438,485,523,577,588,651,693,760,804,858,928,986,1106,1178,1287,1416,1530,1603,1720,1778,1804,1833,1797,1862,1961,7.9
3,Physician & Clinical Services (Millions of Dollars),State,3,Great Lakes,Illinois,2255,2588,2717,2973,3309,3965,4233,4639,5394,5958,6522,7141,7789,8340,8775,9051,9415,9723,10605,10828,11773,12453,13900,14788,15454,16225,17315,18195,18977,19699,20443,21051,21878,22248,22961,7.1
3,Physician & Clinical Services (Millions of Dollars),State,3,Great Lakes,Indiana,940,1074,1232,1262,1437,1708,1879,2160,2332,2578,3036,3303,3599,3956,4082,4117,4312,4472,4994,5370,5658,6363,6709,7310,7880,8467,9092,9366,9758,9847,10264,10853,11597,12078,12493,7.9
3,Physician & Clinical Services (Millions of Dollars),State,4,Plains,Iowa,494,583,610,658,713,812,845,930,1047,1114,1253,1337,1471,1594,1685,1720,1795,1865,2147,2253,2381,2591,2663,3021,3091,3205,3297,3405,3622,3701,3775,3861,3985,4031,4238,6.5
3,Physician & Clinical Services (Millions of Dollars),State,4,Plains,Kansas,496,582,606,628,702,852,934,1009,1152,1256,1425,1557,1667,1759,1865,2014,2087,2135,2374,2393,2749,2993,3211,3582,3824,4028,4119,4331,4572,4672,4763,4986,5056,4854,4950,7
3,Physician & Clinical Services (Millions of Dollars),State,5,Southeast,Kentucky,601,712,778,851,975,1019,1197,1344,1517,1686,1884,2105,2340,2474,2577,2864,2981,3146,3298,3749,4257,4390,4749,5123,5333,5384,5546,5614,5837,6021,6156,6542,6921,7291,7789,7.8
3,Physician & Clinical Services (Millions of Dollars),State,5,Southeast,Louisiana,761,901,1078,1239,1414,1608,1688,1854,2128,2304,2515,2772,2963,3076,3163,3198,3291,3512,3852,4261,4558,4669,4892,5392,5795,5600,5803,6154,6539,6858,6984,6938,7079,7558,8075,7.2
3,Physician & Clinical Services (Millions of Dollars),State,1,New England,Maine,148,167,189,205,240,279,313,381,444,489,548,611,669,733,714,774,827,907,975,1091,1205,1379,1479,1601,1661,1722,1728,1783,1838,1928,1945,1966,2024,2044,2121,8.1
3,Physician & Clinical Services (Millions of Dollars),State,2,Mideast,Maryland,905,1048,1141,1267,1581,1816,2064,2343,2736,3010,3333,3761,4096,4403,4821,4813,5000,5121,4996,5730,6177,6488,7054,7582,8194,8485,9078,9551,10052,10337,10698,11158,11817,12159,12728,8.1
3,Physician & Clinical Services (Millions of Dollars),State,1,New England,Massachusetts,1026,1169,1325,1437,1676,1920,2300,2718,3257,3726,4127,4424,4785,5229,5280,5478,5662,6165,6756,6901,7397,8045,8963,9342,9800,10460,11344,12258,13062,13740,14107,14902,15522,15800,16033,8.4
3,Physician & Clinical Services (Millions of Dollars),State,3,Great Lakes,Michigan,2160,2474,2517,2730,3034,3467,4052,4090,4682,5038,5275,5812,6051,6209,6510,6793,7014,7170,7509,7999,8423,8918,9443,9942,10534,11118,11739,12104,13007,13817,14233,15117,15597,15665,16425,6.1
3,Physician & Clinical Services (Millions of Dollars),State,4,Plains,Minnesota,944,1165,1206,1332,1486,1898,2012,2184,2574,2939,2986,3336,3521,3988,4232,4574,4921,4861,5782,5754,6356,6961,7128,7535,7748,8048,8534,9089,9226,9467,9907,9809,10209,10450,10738,7.4
3,Physician & Clinical Services (Millions of Dollars),State,5,Southeast,Mississippi,345,403,450,510,576,633,742,762,928,1017,1094,1196,1214,1385,1431,1561,1650,1858,1853,1871,2199,2458,2656,2801,2795,3130,3366,3505,3669,3795,3885,4083,4268,4170,4243,7.7
3,Physician & Clinical Services (Millions of Dollars),State,4,Plains,Missouri,931,1076,1194,1315,1475,1682,1868,2077,2320,2656,2837,3057,3429,3497,3812,3772,3932,4193,4634,4827,5315,5379,6128,6264,6505,6272,6536,7268,7546,7825,8228,9055,9339,9494,9575,7.1
3,Physician & Clinical Services (Millions of Dollars),State,7,Rocky Mountains,Montana,147,169,184,194,213,260,273,281,321,339,374,407,439,452,436,487,528,562,579,621,698,779,891,970,1039,1070,1139,1214,1280,1361,1416,1516,1587,1600,1651,7.4
3,Physician & Clinical Services (Millions of Dollars),State,4,Plains,Nebraska,283,328,368,394,425,492,589,584,695,741,799,827,915,956,1009,989,1023,1085,1206,1247,1399,1578,1743,1932,2137,2170,2353,2510,2726,2775,2903,3151,3295,3351,3406,7.6
3,Physician & Clinical Services (Millions of Dollars),State,8,Far West,Nevada,226,275,296,372,401,463,548,585,705,817,920,1038,1178,1227,1292,1397,1471,1663,1833,1914,2169,2413,2702,3181,3536,3868,4057,4223,4325,4436,4423,4537,4636,4836,5277,9.7
3,Physician & Clinical Services (Millions of Dollars),State,1,New England,New Hampshire,140,162,196,207,227,280,322,411,426,491,566,653,725,769,836,908,996,1039,1213,1354,1407,1497,1448,1522,1747,1862,1953,2085,2204,2330,2421,2549,2642,2712,2799,9.2
3,Physician & Clinical Services (Millions of Dollars),State,2,Mideast,New Jersey,1471,1680,1796,2014,2478,2690,3037,3577,4007,4505,5143,5652,6604,6645,7054,7732,7699,8093,8490,9026,9992,10712,11427,11637,12321,13419,14006,15551,16473,17001,17125,17924,18836,19495,20300,8
3,Physician & Clinical Services (Millions of Dollars),State,6,Southwest,New Mexico,215,250,275,308,340,439,455,527,563,634,678,739,845,890,941,1021,1151,1216,1269,1248,1304,1353,1440,1597,1774,1842,2008,2172,2261,2481,2536,2763,2910,2926,2975,8
3,Physician & Clinical Services (Millions of Dollars),State,2,Mideast,New York,3195,3563,3924,4391,5253,5816,6284,7641,8692,9723,10927,11878,13096,13829,14500,15294,15705,16285,17793,18157,19048,21238,22517,24312,25218,26306,28424,29299,30527,31761,32447,33760,34598,35577,36756,7.4
3,Physician & Clinical Services (Millions of Dollars),State,5,Southeast,North Carolina,912,1053,1162,1253,1526,1558,1743,2283,2379,2841,3243,3712,4157,4672,4955,5113,5481,5830,6124,6754,7397,8885,9028,9450,10165,10986,11553,11913,12697,13332,13773,14498,15422,15561,16083,8.8
3,Physician & Clinical Services (Millions of Dollars),State,4,Plains,North Dakota,145,176,201,224,232,259,299,362,404,454,463,478,506,504,518,581,565,547,572,567,598,632,688,774,846,878,902,978,1051,1044,1087,1110,1201,1219,1264,6.6
3,Physician & Clinical Services (Millions of Dollars),State,3,Great Lakes,Ohio,2262,2645,2815,3130,3491,3924,4447,4932,5617,6048,6588,7335,7756,8097,8355,8542,8824,8777,9232,9667,10579,11908,12843,13716,14382,14844,15174,15968,16617,17134,17720,18387,19674,19860,20825,6.7
3,Physician & Clinical Services (Millions of Dollars),State,6,Southwest,Oklahoma,592,686,775,785,933,1112,1159,1216,1350,1470,1576,1702,1872,1940,2050,2152,2268,2465,2610,2820,2999,3391,3543,3730,3772,4040,4318,4654,4814,4972,5029,5369,5496,5673,5972,7
3,Physician & Clinical Services (Millions of Dollars),State,8,Far West,Oregon,609,704,779,851,898,1019,1150,1205,1432,1555,1729,1819,2026,2134,2231,2395,2465,2669,3256,3307,3346,3960,4041,4616,5096,5530,6013,5978,6301,6267,6379,6707,6830,7102,7468,7.7
3,Physician & Clinical Services (Millions of Dollars),State,2,Mideast,Pennsylvania,2104,2434,2683,3069,3561,4195,4656,5369,6015,6605,7243,8413,8693,9232,9855,10004,10159,10496,10904,12053,12837,13630,14506,15770,16827,17621,18008,19478,20752,21533,22066,23233,24326,24814,25728,7.6
3,Physician & Clinical Services (Millions of Dollars),State,1,New England,Rhode Island,180,203,231,241,276,324,369,426,465,529,594,632,659,716,725,808,806,826,890,920,1009,1088,1175,1254,1364,1529,1570,1589,1645,1689,1712,1770,1844,1882,1961,7.3
3,Physician & Clinical Services (Millions of Dollars),State,5,Southeast,South Carolina,443,512,547,650,749,867,1017,1090,1300,1419,1566,1722,1862,2029,2160,2289,2424,2664,2882,3122,3341,3826,4180,4536,4979,5107,5428,5646,5854,5941,6025,6313,6508,6842,7201,8.6
3,Physician & Clinical Services (Millions of Dollars),State,4,Plains,South Dakota,114,131,148,178,184,210,249,257,297,318,340,355,399,431,469,496,534,610,652,770,836,779,908,973,989,984,1078,1136,1205,1265,1312,1375,1402,1412,1441,7.7
3,Physician & Clinical Services (Millions of Dollars),State,5,Southeast,Tennessee,893,1048,1168,1332,1546,1642,1948,2117,2469,2764,3031,3460,3694,4091,4313,4974,5233,5660,6173,6351,6896,7833,7664,8441,9523,9822,10085,10226,10782,11167,11541,11866,12487,12685,13280,8.3
3,Physician & Clinical Services (Millions of Dollars),State,6,Southwest,Texas,3183,3856,4441,4896,5370,6481,6993,7469,8396,9318,10367,11278,12272,12750,13465,14615,15214,16590,17768,19936,21019,22958,25892,26934,29179,33333,34161,34401,36411,38142,39306,41334,43373,44184,46826,8.2
3,Physician & Clinical Services (Millions of Dollars),State,7,Rocky Mountains,Utah,256,303,337,393,402,525,522,597,694,768,825,922,976,1065,1102,1132,1212,1347,1482,1515,1635,1791,2050,2244,2470,2678,2839,3101,3231,3359,3507,3614,3792,4012,4151,8.5
3,Physician & Clinical Services (Millions of Dollars),State,1,New England,Vermont,64,74,95,100,109,129,157,172,202,213,250,263,282,309,327,352,380,411,431,444,533,613,687,737,765,779,785,742,760,761,774,825,845,878,904,8.1
3,Physician & Clinical Services (Millions of Dollars),State,5,Southeast,Virginia,960,1125,1246,1360,1591,1931,2173,2384,2698,3220,3557,4032,4186,4463,4780,4760,5055,5386,5781,5853,6801,6800,7684,8690,9346,9707,10433,10943,11783,12419,12819,13632,14353,14605,15234,8.5
3,Physician & Clinical Services (Millions of Dollars),State,8,Far West,Washington,945,1120,1248,1388,1466,1748,1980,2087,2445,2719,3094,3536,3856,3946,4048,4377,4509,4581,5481,5719,6256,6831,7643,8298,8806,9432,9960,10525,11197,12057,12411,12861,13209,13523,14691,8.4
3,Physician & Clinical Services (Millions of Dollars),State,5,Southeast,West Virginia,327,388,440,474,529,645,700,735,810,878,955,1019,1133,1177,1254,1312,1347,1453,1490,1570,1675,1835,1974,2019,2082,2112,2159,2227,2323,2478,2512,2614,2734,2807,2955,6.7
3,Physician & Clinical Services (Millions of Dollars),State,3,Great Lakes,Wisconsin,989,1146,1192,1285,1470,1729,1961,2140,2244,2552,2744,3057,3398,3711,3937,4250,4215,4377,4488,5258,5659,6562,7204,7630,8177,8918,9643,10223,10773,10987,10988,11298,11518,11626,12410,7.7
3,Physician & Clinical Services (Millions of Dollars),State,7,Rocky Mountains,Wyoming,71,85,94,109,114,123,134,133,154,155,170,172,185,205,214,236,242,261,307,303,372,397,461,479,502,536,571,609,659,665,701,712,749,730,767,7.2
4,Other Professional Services (Millions of Dollars),United States,0,United States,,3478,4273,4917,5651,7328,8113,9284,11329,13722,14499,17278,18559,20860,22956,23974,26671,28857,31275,33424,34614,36647,40266,43338,46523,50211,52795,55264,60055,64540,67152,69849,72748,76429,78796,82826,9.8
4,Other Professional Services (Millions of Dollars),Region,1,New England,,187,226,259,297,378,440,529,689,800,846,1014,1058,1247,1441,1447,1582,1738,1995,2110,2162,2247,2452,2600,2769,2961,3041,3166,3414,3658,3828,3932,4052,4184,4280,4478,9.8
4,Other Professional Services (Millions of Dollars),Region,2,Mideast,,660,786,884,1022,1344,1516,1747,2293,2674,2898,3396,3766,4280,4673,4905,5326,5663,6107,6688,7116,7397,8142,8527,8914,9574,9984,10375,11250,11978,12591,13203,13739,14227,14531,15099,9.6
4,Other Professional Services (Millions of Dollars),Region,3,Great Lakes,,618,755,842,980,1296,1342,1492,1735,2154,2240,2576,2740,3062,3645,3701,4176,4564,4850,5060,5073,5437,5959,6397,7013,7523,7975,8363,8933,9560,9816,10123,10631,11304,11649,12414,9.2
4,Other Professional Services (Millions of Dollars),Region,4,Plains,,263,314,358,420,512,521,591,720,918,942,1124,1136,1259,1308,1414,1649,1797,1984,2134,2215,2416,2539,2725,2979,3270,3471,3617,3907,4180,4291,4498,4664,4998,5114,5297,9.2
4,Other Professional Services (Millions of Dollars),Region,5,Southeast,,588,733,862,994,1333,1509,1686,2040,2506,2628,3296,3588,4061,4554,4970,5536,6159,6777,7166,7264,7623,8465,9262,10032,11011,11915,12426,13665,14810,15401,16075,16652,17321,17803,18699,10.7
4,Other Professional Services (Millions of Dollars),Region,6,Southwest,,297,371,435,499,647,747,851,968,1216,1303,1591,1690,1912,2037,2076,2474,2708,2988,3194,3404,3640,3914,4205,4454,4885,5177,5520,6024,6550,6901,7349,7832,8424,8697,9277,10.6
4,Other Professional Services (Millions of Dollars),Region,7,Rocky Mountains,,107,130,150,177,237,263,305,336,415,447,514,555,611,682,729,877,970,1039,1144,1263,1357,1496,1610,1717,1818,1871,1953,2127,2321,2388,2528,2771,2932,3119,3359,10.7
4,Other Professional Services (Millions of Dollars),Region,8,Far West,,757,958,1127,1263,1581,1775,2084,2548,3040,3197,3767,4026,4427,4617,4732,5052,5260,5536,5928,6116,6531,7300,8012,8645,9169,9361,9844,10734,11483,11935,12142,12408,13040,13603,14203,9
4,Other Professional Services (Millions of Dollars),State,5,Southeast,Alabama,30,38,44,51,64,74,92,97,114,122,148,178,192,212,220,275,319,373,393,380,405,410,438,476,532,553,557,593,627,651,663,663,700,743,759,10
4,Other Professional Services (Millions of Dollars),State,8,Far West,Alaska,9,11,13,16,21,27,30,36,42,43,52,51,57,61,57,64,70,76,79,89,106,121,128,144,162,171,172,193,212,229,230,258,278,300,321,11.1
4,Other Professional Services (Millions of Dollars),State,6,Southwest,Arizona,45,56,65,81,106,128,153,176,216,220,273,284,316,346,375,438,482,520,555,580,603,643,739,791,918,994,1082,1195,1303,1340,1361,1428,1462,1533,1644,11.2
4,Other Professional Services (Millions of Dollars),State,5,Southeast,Arkansas,26,32,35,45,59,58,73,77,96,99,117,125,142,152,167,200,208,251,268,292,291,317,339,362,393,410,421,481,514,526,566,617,646,688,734,10.3
4,Other Professional Services (Millions of Dollars),State,8,Far West,California,586,744,877,976,1226,1373,1623,1999,2371,2470,2896,3075,3372,3480,3541,3708,3851,4035,4315,4385,4639,5170,5675,6125,6416,6386,6683,7222,7704,7959,8005,8145,8584,8889,9260,8.5
4,Other Professional Services (Millions of Dollars),State,7,Rocky Mountains,Colorado,54,66,77,91,121,137,165,192,230,247,286,308,338,371,387,478,547,568,618,673,741,826,905,928,952,942,974,1068,1175,1192,1274,1411,1500,1614,1755,10.8
4,Other Professional Services (Millions of Dollars),State,1,New England,Connecticut,51,62,73,82,103,124,140,202,222,229,271,268,367,470,432,458,500,596,623,613,646,694,724,761,807,820,837,923,990,1044,1049,1067,1108,1136,1198,9.7
4,Other Professional Services (Millions of Dollars),State,2,Mideast,Delaware,8,9,10,13,17,21,26,29,37,44,48,55,61,64,76,77,73,85,88,101,112,135,151,155,168,179,175,189,203,217,235,249,276,294,303,11.4
4,Other Professional Services (Millions of Dollars),State,2,Mideast,District of Columbia,10,13,15,17,20,24,24,29,33,35,45,46,52,55,54,63,65,67,77,82,82,83,99,105,108,112,120,130,138,139,139,152,160,164,175,8.7
